Full Name,Company,Contact Rank,Job Title,Employer / Agency,Contact Type,Why This Contact,LinkedIn / Route,Email,Verification Confidence,Verified / Researched,Source URL,Suggested Personalization,Outreach Status,Last Contact,Next Follow-up,Notes,Is Placeholder
TO RESEARCH,MUBI,5,Growth / Performance Marketing Manager,MUBI,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/thecloserlook,Search MUBI + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Keeper Security,1,Head of Influencer / Creator Marketing,Keeper Security,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://www.keepersecurity.com,Search Keeper Security + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Keeper Security,2,Influencer Marketing Manager,Keeper Security,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://www.keepersecurity.com,Search Keeper Security + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Keeper Security,3,Creator Partnerships / Sponsorships Manager,Keeper Security,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://www.keepersecurity.com,Search Keeper Security + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Keeper Security,4,Partnerships / Affiliate Manager,Keeper Security,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://www.keepersecurity.com,Search Keeper Security + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Keeper Security,5,Growth / Performance Marketing Manager,Keeper Security,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://www.keepersecurity.com,Search Keeper Security + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Dashlane,1,Head of Influencer / Creator Marketing,Dashlane,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://www.dashlane.com,Search Dashlane + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Dashlane,2,Influencer Marketing Manager,Dashlane,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://www.dashlane.com,Search Dashlane + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Dashlane,3,Creator Partnerships / Sponsorships Manager,Dashlane,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://www.dashlane.com,Search Dashlane + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Dashlane,4,Partnerships / Affiliate Manager,Dashlane,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://www.dashlane.com,Search Dashlane + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Dashlane,5,Growth / Performance Marketing Manager,Dashlane,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://www.dashlane.com,Search Dashlane + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Wix,1,Head of Influencer / Creator Marketing,Wix,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Wix + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Wix,2,Influencer Marketing Manager,Wix,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Wix + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Wix,3,Creator Partnerships / Sponsorships Manager,Wix,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Wix + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Wix,4,Partnerships / Affiliate Manager,Wix,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Wix + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Wix,5,Growth / Performance Marketing Manager,Wix,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Wix + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Similarweb,1,Head of Influencer / Creator Marketing,Similarweb,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Similarweb + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Similarweb,2,Influencer Marketing Manager,Similarweb,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Similarweb + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Similarweb,3,Creator Partnerships / Sponsorships Manager,Similarweb,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Similarweb + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Similarweb,4,Partnerships / Affiliate Manager,Similarweb,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Similarweb + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Similarweb,5,Growth / Performance Marketing Manager,Similarweb,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Similarweb + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Bluehost,1,Head of Influencer / Creator Marketing,Bluehost,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Bluehost + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Bluehost,2,Influencer Marketing Manager,Bluehost,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Bluehost + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Bluehost,3,Creator Partnerships / Sponsorships Manager,Bluehost,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Bluehost + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Bluehost,4,Partnerships / Affiliate Manager,Bluehost,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Bluehost + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Bluehost,5,Growth / Performance Marketing Manager,Bluehost,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Bluehost + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Policygenius,1,Head of Influencer / Creator Marketing,Policygenius,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/taskandpurpose,Search Policygenius + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Policygenius,2,Influencer Marketing Manager,Policygenius,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/taskandpurpose,Search Policygenius + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Policygenius,3,Creator Partnerships / Sponsorships Manager,Policygenius,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/taskandpurpose,Search Policygenius + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Policygenius,4,Partnerships / Affiliate Manager,Policygenius,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/taskandpurpose,Search Policygenius + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Policygenius,5,Growth / Performance Marketing Manager,Policygenius,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/taskandpurpose,Search Policygenius + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
